# Command line :  -h --dslen 19.2 1.0 13 0 0 16.0 1.2 1.22 6.2 6.8 6.8 6.1 6.2 6.3 6.8 6.5 6.8 6.8
# Parameters for plot_mirrors: -h --dslen 19.200000 1.0 13 0 0 16.0 1.2 1.22 6.2 6.8 6.8 6.1 6.2 6.3 6.8 6.5 6.8 6.8
# Total projected area: 108.8 m**2 for f = 16.0 m
# Total mirror surface area: 109.7 m**2
# Rmax = 6.79 m (Dmax = 13.59 m for symmetric dish)
# Mean radius of outer edge is 6.17 m (Dmean = 12.35 m)
# Mean sqrt(radius^2) of outer edge is 6.18 m (Dmean2 = 12.36 m)
# Average distance of mirrors to focus: 16.10 m (DC, R=19.20 m)
# Using 88 hexagonal mirrors inside a radius of 6.79 m (mirror centers inside 6.10 m)
  -549.0    105.7    120.0      0.0 1
  -488.0    211.3    120.0      0.0 1
  -427.0    317.0    120.0      0.0 1
  -366.0    422.6    120.0      0.0 1
  -305.0    528.3    120.0      0.0 1
  -549.0   -105.7    120.0      0.0 1
  -488.0      0.0    120.0      0.0 1
  -427.0    105.7    120.0      0.0 1
  -366.0    211.3    120.0      0.0 1
  -305.0    317.0    120.0      0.0 1
  -244.0    422.6    120.0      0.0 1
  -183.0    528.3    120.0      0.0 1
  -488.0   -211.3    120.0      0.0 1
  -427.0   -105.7    120.0      0.0 1
  -366.0      0.0    120.0      0.0 1
  -305.0    105.7    120.0      0.0 1
  -244.0    211.3    120.0      0.0 1
  -183.0    317.0    120.0      0.0 1
  -122.0    422.6    120.0      0.0 1
   -61.0    528.3    120.0      0.0 1
  -427.0   -317.0    120.0      0.0 1
  -366.0   -211.3    120.0      0.0 1
  -305.0   -105.7    120.0      0.0 1
  -244.0      0.0    120.0      0.0 1
  -183.0    105.7    120.0      0.0 1
  -122.0    211.3    120.0      0.0 1
   -61.0    317.0    120.0      0.0 1
     0.0    422.6    120.0      0.0 1
    61.0    528.3    120.0      0.0 1
  -366.0   -422.6    120.0      0.0 1
  -305.0   -317.0    120.0      0.0 1
  -244.0   -211.3    120.0      0.0 1
  -183.0   -105.7    120.0      0.0 1
  -122.0      0.0    120.0      0.0 1
   -61.0    105.7    120.0      0.0 1
     0.0    211.3    120.0      0.0 1
    61.0    317.0    120.0      0.0 1
   122.0    422.6    120.0      0.0 1
   183.0    528.3    120.0      0.0 1
  -305.0   -528.3    120.0      0.0 1
  -244.0   -422.6    120.0      0.0 1
  -183.0   -317.0    120.0      0.0 1
  -122.0   -211.3    120.0      0.0 1
   -61.0   -105.7    120.0      0.0 1
    61.0    105.7    120.0      0.0 1
   122.0    211.3    120.0      0.0 1
   183.0    317.0    120.0      0.0 1
   244.0    422.6    120.0      0.0 1
   305.0    528.3    120.0      0.0 1
  -183.0   -528.3    120.0      0.0 1
  -122.0   -422.6    120.0      0.0 1
   -61.0   -317.0    120.0      0.0 1
     0.0   -211.3    120.0      0.0 1
    61.0   -105.7    120.0      0.0 1
   122.0      0.0    120.0      0.0 1
   183.0    105.7    120.0      0.0 1
   244.0    211.3    120.0      0.0 1
   305.0    317.0    120.0      0.0 1
   366.0    422.6    120.0      0.0 1
   -61.0   -528.3    120.0      0.0 1
     0.0   -422.6    120.0      0.0 1
    61.0   -317.0    120.0      0.0 1
   122.0   -211.3    120.0      0.0 1
   183.0   -105.7    120.0      0.0 1
   244.0      0.0    120.0      0.0 1
   305.0    105.7    120.0      0.0 1
   366.0    211.3    120.0      0.0 1
   427.0    317.0    120.0      0.0 1
    61.0   -528.3    120.0      0.0 1
   122.0   -422.6    120.0      0.0 1
   183.0   -317.0    120.0      0.0 1
   244.0   -211.3    120.0      0.0 1
   305.0   -105.7    120.0      0.0 1
   366.0      0.0    120.0      0.0 1
   427.0    105.7    120.0      0.0 1
   488.0    211.3    120.0      0.0 1
   183.0   -528.3    120.0      0.0 1
   244.0   -422.6    120.0      0.0 1
   305.0   -317.0    120.0      0.0 1
   366.0   -211.3    120.0      0.0 1
   427.0   -105.7    120.0      0.0 1
   488.0      0.0    120.0      0.0 1
   549.0    105.7    120.0      0.0 1
   305.0   -528.3    120.0      0.0 1
   366.0   -422.6    120.0      0.0 1
   427.0   -317.0    120.0      0.0 1
   488.0   -211.3    120.0      0.0 1
   549.0   -105.7    120.0      0.0 1
